model_name,mode,episode,travel_time,q_loss,reward,queue,delay,throughoutput
dqn,TRAIN,0,191.2,34.4,-125.77,3.84,0.34,2387
dqn,TRAIN,1,164.2,34.8,-86.70,2.80,0.31,2388
dqn,TRAIN,2,163.0,30.8,-86.63,2.79,0.31,2388
dqn,TRAIN,3,161.9,28.7,-87.24,2.75,0.31,2385
dqn,TRAIN,4,156.6,28.1,-80.58,2.54,0.31,2389
dqn,TRAIN,5,161.4,26.7,-84.15,2.67,0.31,2400
dqn,TRAIN,6,158.1,25.9,-79.70,2.52,0.31,2389
dqn,TRAIN,7,159.7,25.6,-79.87,2.54,0.30,2393
dqn,TRAIN,8,164.9,26.0,-86.27,2.73,0.30,2392
dqn,TRAIN,9,157.6,25.4,-78.43,2.47,0.30,2392
dqn,TRAIN,10,157.1,25.1,-80.31,2.53,0.30,2393
dqn,TRAIN,11,163.2,24.5,-81.15,2.58,0.31,2392
dqn,TRAIN,12,157.5,24.2,-78.50,2.49,0.30,2397
dqn,TRAIN,13,159.1,23.4,-79.93,2.52,0.31,2400
dqn,TRAIN,14,158.5,23.5,-79.77,2.55,0.30,2395
dqn,TRAIN,15,152.4,23.2,-75.69,2.37,0.29,2398
dqn,TRAIN,16,157.8,21.7,-80.39,2.55,0.30,2389
dqn,TRAIN,17,155.5,21.4,-77.60,2.45,0.29,2387
dqn,TRAIN,18,157.8,20.7,-78.49,2.49,0.30,2374
dqn,TRAIN,19,159.8,20.8,-78.25,2.48,0.31,2388
