model_name,mode,episode,travel_time,q_loss,reward,queue,delay,throughoutput
dqn,TRAIN,0,204.6,30.5,-128.58,3.79,0.35,2282
dqn,TRAIN,1,186.1,32.6,-91.72,2.84,0.32,2147
dqn,TRAIN,2,174.6,26.9,-86.86,2.64,0.31,2229
dqn,TRAIN,3,169.2,25.5,-82.33,2.44,0.30,2322
dqn,TRAIN,4,172.3,23.0,-84.42,2.53,0.31,2256
dqn,TRAIN,5,161.2,21.4,-76.63,2.26,0.30,2367
dqn,TRAIN,6,165.0,20.9,-80.38,2.41,0.30,2364
dqn,TRAIN,7,165.0,20.1,-76.49,2.28,0.29,2304
dqn,TRAIN,8,159.8,19.6,-75.16,2.23,0.30,2380
dqn,TRAIN,9,156.9,18.8,-72.90,2.15,0.29,2386
dqn,TRAIN,10,167.5,18.5,-81.95,2.43,0.30,2373
dqn,TRAIN,11,161.8,18.2,-73.07,2.19,0.30,2378
dqn,TRAIN,12,159.0,17.5,-71.02,2.09,0.29,2365
dqn,TRAIN,13,159.3,17.5,-71.25,2.11,0.29,2366
dqn,TRAIN,14,157.0,16.4,-72.55,2.15,0.28,2372
dqn,TRAIN,15,158.1,15.8,-72.15,2.14,0.29,2376
dqn,TRAIN,16,157.2,15.0,-73.07,2.16,0.29,2374
dqn,TRAIN,17,157.2,14.7,-71.29,2.11,0.29,2370
dqn,TRAIN,18,157.1,14.0,-68.93,2.04,0.29,2380
dqn,TRAIN,19,156.3,14.3,-68.55,2.04,0.29,2380
