lane_id,queueing_time,queueing_length,timestep
-102818928#0_0,0.0,0.0,32760.0
-102818928#0_0,0.0,0.0,33120.0
-102818928#0_0,0.0,0.0,33480.0
-102818928#0_0,0.0,0.0,33840.0
-102818928#0_0,122.6526717557252,39.911908396946565,34200.0
-102818928#0_0,126.97214484679665,44.375738161559894,34560.0
-102818928#0_0,131.6145251396648,47.02650837988827,34920.0
-102818928#0_0,118.65277777777777,47.54105555555556,35280.0
-102818928#0_0,134.77777777777777,47.248583333333336,35640.0
-102818928#0_0,155.95277777777778,48.25,36000.0
-102818928#1_0,0.0,0.0,32760.0
-102818928#1_0,0.0,0.0,33120.0
-102818928#1_0,0.0,0.0,33480.0
-102818928#1_0,0.0,0.0,33840.0
-102818928#1_0,0.0,0.0,34200.0
-102818928#1_0,0.0,0.0,34560.0
-102818928#1_0,0.0,0.0,34920.0
-102818928#1_0,1.0,1.72,35280.0
-102818928#1_0,0.0,0.0,35640.0
-102818928#1_0,0.0,0.0,36000.0
-102818928#1_1,0.0,0.0,32760.0
-102818928#1_1,0.0,0.0,33120.0
-102818928#1_1,0.0,0.0,33480.0
-102818928#1_1,0.0,0.0,33840.0
-102818928#1_1,0.0,0.0,34200.0
-102818928#1_1,121.87586206896552,18.97106896551724,34560.0
-102818928#1_1,130.1,64.14525,34920.0
-102818928#1_1,118.93611111111112,86.66219444444444,35280.0
-102818928#1_1,136.54166666666666,92.16111111111111,35640.0
-102818928#1_1,157.54722222222222,93.67836111111112,36000.0
-103512657_0,0.0,0.0,32760.0
-103512657_0,0.0,0.0,33120.0
-103512657_0,0.0,0.0,33480.0
-103512657_0,0.0,0.0,33840.0
-103512657_0,0.0,0.0,34200.0
-103512657_0,0.0,0.0,34560.0
-103512657_0,82.0059880239521,5.92814371257485,34920.0
-103512657_0,140.08724832214764,3.835,35280.0
-103512657_0,211.5818181818182,2.5527272727272727,35640.0
-103512657_0,80.0,5.962795031055901,36000.0
-103512667#0_1,0.0,0.0,32760.0
-103512667#0_1,0.0,0.0,33120.0
-103512667#0_1,0.0,0.0,33480.0
-103512667#0_1,0.0,0.0,33840.0
-103512667#0_1,2.625,4.50875,34200.0
-103512667#0_1,82.77674418604651,11.529674418604651,34560.0
-103512667#0_1,158.2110552763819,10.205175879396984,34920.0
-103512667#0_1,81.1377245508982,6.826586826347305,35280.0
-103512667#0_1,41.17610062893082,9.274088050314464,35640.0
-103512667#0_1,131.0611111111111,29.579500000000003,36000.0
-103512667#2_1,0.0,0.0,32760.0
-103512667#2_1,0.0,0.0,33120.0
-103512667#2_1,0.0,0.0,33480.0
-103512667#2_1,0.0,0.0,33840.0
-103512667#2_1,0.0,0.0,34200.0
-103512667#2_1,0.0,0.0,34560.0
-103512667#2_1,0.0,0.0,34920.0
-103512667#2_1,0.0,0.0,35280.0
-103512667#2_1,0.0,0.0,35640.0
-103512667#2_1,40.0,5.037160493827161,36000.0
-103678458#0_0,0.0,0.0,32760.0
-103678458#0_0,0.0,0.0,33120.0
-103678458#0_0,0.0,0.0,33480.0
-103678458#0_0,0.0,0.0,33840.0
-103678458#0_0,0.0,0.0,34200.0
-103678458#0_0,0.0,0.0,34560.0
-103678458#0_0,0.0,0.0,34920.0
-103678458#0_0,0.0,0.0,35280.0
-103678458#0_0,0.0,0.0,35640.0
-103678458#0_0,0.0,0.0,36000.0
-103718186_0,148.29738562091504,11.48078431372549,32760.0
-103718186_0,131.5614525139665,13.38290502793296,33120.0
-103718186_0,140.3268156424581,13.399553072625698,33480.0
-103718186_0,149.0280112044818,13.3993837535014,33840.0
-103718186_0,156.26330532212884,13.411204481792717,34200.0
-103718186_0,163.36694677871148,13.390812324929971,34560.0
-103718186_0,152.6685393258427,13.461151685393258,34920.0
-103718186_0,135.88268156424581,13.549664804469273,35280.0
-103718186_0,254.75,13.469972222222221,35640.0
-103718186_0,294.5882352941176,13.4103081232493,36000.0
-103718186_1,0.0,0.0,32760.0
-103718186_1,0.0,0.0,33120.0
-103718186_1,0.0,0.0,33480.0
-103718186_1,76.0,10.921699346405228,33840.0
-103718186_1,168.5668604651163,10.329418604651163,34200.0
-103718186_1,189.06666666666666,11.530416666666666,34560.0
-103718186_1,154.13841807909606,12.717457627118643,34920.0
-103718186_1,133.79888268156424,10.280893854748603,35280.0
-103718186_1,192.875,11.705083333333333,35640.0
-103718186_1,161.20909090909092,13.39709090909091,36000.0
-10425610#1_2,0.0,0.0,32760.0
-10425610#1_2,0.0,0.0,33120.0
-10425610#1_2,0.0,0.0,33480.0
-10425610#1_2,0.0,0.0,33840.0
