lane_id,queueing_time,queueing_length,timestep
np10_nt15_0,14.545454545454545,2.7547727272727274,360.0
np10_nt15_0,10.135593220338983,4.85542372881356,720.0
np10_nt15_0,34.234042553191486,7.593936170212767,1080.0
np10_nt15_0,39.271028037383175,5.655140186915888,1440.0
np10_nt15_0,31.95294117647059,11.03035294117647,1800.0
np10_nt15_0,10.89041095890411,6.328082191780822,2160.0
np10_nt15_0,16.672727272727272,5.305545454545455,2520.0
np10_nt15_0,23.943181818181817,5.723863636363636,2880.0
np10_nt15_0,38.50877192982456,5.142456140350877,3240.0
np10_nt15_0,12.057471264367816,3.6382758620689657,3600.0
np11_nt14_0,6.142857142857143,3.586857142857143,360.0
np11_nt14_0,0.46153846153846156,1.3846153846153846,720.0
np11_nt14_0,14.444444444444445,5.108055555555556,1080.0
np11_nt14_0,12.407894736842104,2.640657894736842,1440.0
np11_nt14_0,10.779411764705882,2.6348529411764705,1800.0
np11_nt14_0,63.88461538461539,8.856089743589743,2160.0
np11_nt14_0,4.166666666666667,4.415833333333333,2520.0
np11_nt14_0,2.5,1.275,2880.0
np11_nt14_0,27.45098039215686,9.68562091503268,3240.0
np11_nt14_0,11.35483870967742,1.501290322580645,3600.0
np12_nt13_0,2.8,2.924,360.0
np12_nt13_0,148.00334448160535,6.7044147157190634,720.0
np12_nt13_0,29.31111111111111,3.993666666666667,1080.0
np12_nt13_0,65.51530612244898,11.38795918367347,1440.0
np12_nt13_0,90.00974025974025,14.374772727272727,1800.0
np12_nt13_0,66.12,7.7641,2160.0
np12_nt13_0,2.111111111111111,3.0472222222222225,2520.0
np12_nt13_0,10.556818181818182,5.92875,2880.0
np12_nt13_0,57.52755905511811,9.500826771653543,3240.0
np12_nt13_0,23.73548387096774,2.7521290322580647,3600.0
np13_nt13_0,0.3333333333333333,1.0833333333333333,360.0
np13_nt13_0,0.18181818181818182,0.6227272727272728,720.0
np13_nt13_0,1.6756756756756757,2.0035135135135134,1080.0
np13_nt13_0,62.06214689265537,10.918926553672318,1440.0
np13_nt13_0,178.41414141414143,19.480454545454545,1800.0
np13_nt13_0,5.808510638297872,3.1282978723404256,2160.0
np13_nt13_0,3.0,3.276,2520.0
np13_nt13_0,7.269230769230769,2.2925,2880.0
np13_nt13_0,8.0,4.131666666666667,3240.0
np13_nt13_0,2.2058823529411766,2.882941176470588,3600.0
np13_nt13_1,0.0,0.0,360.0
np13_nt13_1,0.0,0.0,720.0
np13_nt13_1,18.025641025641026,5.694102564102564,1080.0
np13_nt13_1,0.0,0.0,1440.0
np13_nt13_1,0.0,0.0,1800.0
np13_nt13_1,0.0,0.0,2160.0
np13_nt13_1,0.0,0.0,2520.0
np13_nt13_1,0.0,0.0,2880.0
np13_nt13_1,0.0,0.0,3240.0
np13_nt13_1,0.0,0.0,3600.0
np14_nt9_0,8.925,7.022374999999999,360.0
np14_nt9_0,80.11409395973155,5.195369127516779,720.0
np14_nt9_0,103.32311977715878,28.29200557103064,1080.0
np14_nt9_0,84.01388888888889,54.04061111111111,1440.0
np14_nt9_0,98.47777777777777,63.31838888888888,1800.0
np14_nt9_0,130.2200557103064,50.398662952646234,2160.0
np14_nt9_0,139.71666666666667,27.601777777777777,2520.0
np14_nt9_0,136.4568245125348,33.44933147632312,2880.0
np14_nt9_0,150.63333333333333,46.174388888888885,3240.0
np14_nt9_0,89.32222222222222,41.48905555555555,3600.0
np14_nt9_1,127.00389105058366,2.871634241245136,360.0
np14_nt9_1,165.8505747126437,6.507471264367815,720.0
np14_nt9_1,0.0,0.0,1080.0
np14_nt9_1,101.0,19.06179104477612,1440.0
np14_nt9_1,93.72222222222223,31.796083333333335,1800.0
np14_nt9_1,136.51966292134833,35.310561797752804,2160.0
np14_nt9_1,136.11111111111111,26.603333333333335,2520.0
np14_nt9_1,181.4763948497854,24.661888412017163,2880.0
np14_nt9_1,95.5111111111111,7.42336111111111,3240.0
np14_nt9_1,177.55555555555554,6.837037037037037,3600.0
np15_nt5_0,9.194029850746269,4.731641791044776,360.0
np15_nt5_0,7.54,2.5536000000000003,720.0
np15_nt5_0,32.364285714285714,5.822642857142857,1080.0
np15_nt5_0,7.5,4.002222222222223,1440.0
np15_nt5_0,25.98780487804878,5.305365853658537,1800.0
np15_nt5_0,4.816901408450704,11.517042253521128,2160.0
np15_nt5_0,42.80566801619433,10.74910931174089,2520.0
np15_nt5_0,99.40112994350282,10.875988700564971,2880.0
np15_nt5_0,0.0,0.0,3240.0
np15_nt5_0,0.75,2.134375,3600.0
np15_nt5_1,0.0,0.0,360.0
np15_nt5_1,28.97222222222222,11.508611111111112,720.0
np15_nt5_1,138.42618384401115,17.079136490250697,1080.0
np15_nt5_1,148.81615598885793,8.929944289693593,1440.0
np15_nt5_1,153.22857142857143,4.4882,1800.0
np15_nt5_1,31.548780487804876,5.420609756097561,2160.0
np15_nt5_1,57.15492957746479,14.244366197183098,2520.0
